¹øÈ£,°³¹æ¼­ºñ½º¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,¿µ¾÷»óÅÂ¸í,»ó¼¼¿µ¾÷»óÅÂ¸í,¼ÒÀçÁö¿ìÆí¹øÈ£,µµ·Î¸í¿ìÆí¹øÈ£,½Ã¼³¸éÀû
611,°ü±¤Ææ¼Ç¾÷,2023-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25704,88.37
612,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,227.98
613,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53329,228.78
614,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,229.35
615,°ü±¤Ææ¼Ç¾÷,2010-09-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,216.5
616,°ü±¤Ææ¼Ç¾÷,2011-08-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,246.61
617,°ü±¤Ææ¼Ç¾÷,2011-10-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-852,53332,358.61
618,°ü±¤Ææ¼Ç¾÷,2012-07-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-833,656-833,226.43
619,°ü±¤Ææ¼Ç¾÷,2012-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24026,648.49
620,°ü±¤Ææ¼Ç¾÷,2016-03-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,566
621,°ü±¤Ææ¼Ç¾÷,2018-05-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,226.87
622,°ü±¤Ææ¼Ç¾÷,2018-05-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,226.87
623,°ü±¤Ææ¼Ç¾÷,2006-06-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,233-851,,112.15
624,°ü±¤Ææ¼Ç¾÷,2017-02-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26146,
625,°ü±¤Ææ¼Ç¾÷,2017-02-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26104,
626,°ü±¤Ææ¼Ç¾÷,2017-08-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26124,
627,°ü±¤Ææ¼Ç¾÷,2018-06-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25938,456
628,°ü±¤Ææ¼Ç¾÷,2005-01-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-875,,185.02
629,°ü±¤Ææ¼Ç¾÷,2005-09-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,245.62
630,°ü±¤Ææ¼Ç¾÷,2006-02-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25101,232
631,°ü±¤Ææ¼Ç¾÷,2014-09-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,245-903,25952,1933
632,°ü±¤Ææ¼Ç¾÷,2017-05-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25903,120.64
633,°ü±¤Ææ¼Ç¾÷,2004-06-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,376.02
634,°ü±¤Ææ¼Ç¾÷,2006-07-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-882,,531
635,°ü±¤Ææ¼Ç¾÷,2007-11-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,251
636,°ü±¤Ææ¼Ç¾÷,2011-11-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-812,25159,98.13
637,°ü±¤Ææ¼Ç¾÷,2012-05-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-881,25116,198.74
638,°ü±¤Ææ¼Ç¾÷,2018-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59400,182.28
639,°ü±¤Ææ¼Ç¾÷,2018-07-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33488,370.44
640,°ü±¤Ææ¼Ç¾÷,2018-07-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33488,383.55
641,°ü±¤Ææ¼Ç¾÷,2011-07-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,790-811,,226.48
642,°ü±¤Ææ¼Ç¾÷,2012-07-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,791-921,37518,313.09
643,°ü±¤Ææ¼Ç¾÷,2012-08-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,791-921,37518,
644,°ü±¤Ææ¼Ç¾÷,2015-12-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37929,
645,°ü±¤Ææ¼Ç¾÷,2016-11-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37511,
646,°ü±¤Ææ¼Ç¾÷,2018-08-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23118,631.23
647,°ü±¤Ææ¼Ç¾÷,2011-05-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25005,
648,°ü±¤Ææ¼Ç¾÷,2011-09-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25038,2224
649,°ü±¤Ææ¼Ç¾÷,2012-04-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,215-851,25005,
650,°ü±¤Ææ¼Ç¾÷,2013-05-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,215-853,25006,467.03
651,°ü±¤Ææ¼Ç¾÷,2017-04-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25042,
652,°ü±¤Ææ¼Ç¾÷,2018-01-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25011,229.86
653,°ü±¤Ææ¼Ç¾÷,2007-07-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25046,245.12
654,°ü±¤Ææ¼Ç¾÷,2008-04-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25046,602.97
655,°ü±¤Ææ¼Ç¾÷,2010-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25047,2935.12
656,°ü±¤Ææ¼Ç¾÷,2018-08-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55563,389.4
657,°ü±¤Ææ¼Ç¾÷,2020-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52441,
658,°ü±¤Ææ¼Ç¾÷,2020-03-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59472,196.8
659,°ü±¤Ææ¼Ç¾÷,2020-04-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,17170,1044.95
660,°ü±¤Ææ¼Ç¾÷,2020-04-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53086,222.15
661,°ü±¤Ææ¼Ç¾÷,2020-04-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59001,548.96
662,°ü±¤Ææ¼Ç¾÷,2020-04-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58820,597.24
663,°ü±¤Ææ¼Ç¾÷,2020-04-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37512,
664,°ü±¤Ææ¼Ç¾÷,2020-04-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37512,
665,°ü±¤Ææ¼Ç¾÷,2020-04-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37512,
666,°ü±¤Ææ¼Ç¾÷,2020-04-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37512,
667,°ü±¤Ææ¼Ç¾÷,2020-06-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53334,
668,°ü±¤Ææ¼Ç¾÷,2020-06-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33489,398.8
669,°ü±¤Ææ¼Ç¾÷,2020-04-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53011,162.92
670,°ü±¤Ææ¼Ç¾÷,2020-04-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53063,199.17
671,°ü±¤Ææ¼Ç¾÷,2020-05-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26504,0
672,°ü±¤Ææ¼Ç¾÷,2021-11-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59143,901
673,°ü±¤Ææ¼Ç¾÷,2021-10-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24460,161.4
674,°ü±¤Ææ¼Ç¾÷,2021-11-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25461,0
675,°ü±¤Ææ¼Ç¾÷,2021-11-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25461,0
676,°ü±¤Ææ¼Ç¾÷,2021-10-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,57551,0
677,°ü±¤Ææ¼Ç¾÷,2021-10-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59521,0
678,°ü±¤Ææ¼Ç¾÷,2021-10-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12527,509.4
679,°ü±¤Ææ¼Ç¾÷,2021-10-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59146,94.6
680,°ü±¤Ææ¼Ç¾÷,2021-12-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23117,453
681,°ü±¤Ææ¼Ç¾÷,2021-09-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52545,2828
682,°ü±¤Ææ¼Ç¾÷,2021-11-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,352.99
683,°ü±¤Ææ¼Ç¾÷,2021-09-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24752,0
684,°ü±¤Ææ¼Ç¾÷,2021-11-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38128,229.7
685,°ü±¤Ææ¼Ç¾÷,2021-09-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26357,441.48
686,°ü±¤Ææ¼Ç¾÷,2023-03-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53003,219.4
687,°ü±¤Ææ¼Ç¾÷,2023-03-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25252,0
688,°ü±¤Ææ¼Ç¾÷,2023-02-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24762,0
689,°ü±¤Ææ¼Ç¾÷,2023-03-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26205,220.87
690,°ü±¤Ææ¼Ç¾÷,2023-03-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53084,196.56
691,°ü±¤Ææ¼Ç¾÷,2023-03-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36622,65.96
692,°ü±¤Ææ¼Ç¾÷,2023-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,48098,0
693,°ü±¤Ææ¼Ç¾÷,2023-02-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59567,193.34
694,°ü±¤Ææ¼Ç¾÷,2023-03-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12448,0
695,°ü±¤Ææ¼Ç¾÷,2023-03-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27028,97.76
696,°ü±¤Ææ¼Ç¾÷,2023-02-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25400,277.25
697,°ü±¤Ææ¼Ç¾÷,2023-03-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38348,98.34
698,°ü±¤Ææ¼Ç¾÷,2023-03-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12457,125.35
699,°ü±¤Ææ¼Ç¾÷,2023-03-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12432,699.67
700,°ü±¤Ææ¼Ç¾÷,2023-03-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32749,51.54
701,°ü±¤Ææ¼Ç¾÷,2023-03-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53004,226.17
702,°ü±¤Ææ¼Ç¾÷,2023-03-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53004,229.6
703,°ü±¤Ææ¼Ç¾÷,2023-02-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38123,223.1
704,°ü±¤Ææ¼Ç¾÷,2023-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27106,0
705,°ü±¤Ææ¼Ç¾÷,2023-02-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23051,89
706,°ü±¤Ææ¼Ç¾÷,2023-03-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25435,249.06
707,°ü±¤Ææ¼Ç¾÷,2023-02-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23117,937.57
708,°ü±¤Ææ¼Ç¾÷,2023-02-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53283,0
709,°ü±¤Ææ¼Ç¾÷,2023-02-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53283,0
710,°ü±¤Ææ¼Ç¾÷,2023-02-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53283,0
711,°ü±¤Ææ¼Ç¾÷,2010-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52450,181.23
712,°ü±¤Ææ¼Ç¾÷,2016-04-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52410,229.63
713,°ü±¤Ææ¼Ç¾÷,2017-07-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52446,225.07
714,°ü±¤Ææ¼Ç¾÷,2018-02-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52410,215.69
715,°ü±¤Ææ¼Ç¾÷,2018-05-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,524
716,°ü±¤Ææ¼Ç¾÷,2018-07-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,302.1
717,°ü±¤Ææ¼Ç¾÷,2018-07-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,302.1
718,°ü±¤Ææ¼Ç¾÷,2018-07-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52434,437.13
719,°ü±¤Ææ¼Ç¾÷,2018-07-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52434,
720,°ü±¤Ææ¼Ç¾÷,2018-07-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52434,222.66
721,°ü±¤Ææ¼Ç¾÷,2017-08-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53326,
722,°ü±¤Ææ¼Ç¾÷,2017-12-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53329,
723,°ü±¤Ææ¼Ç¾÷,2017-08-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53202,
724,°ü±¤Ææ¼Ç¾÷,2018-06-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53203,
725,°ü±¤Ææ¼Ç¾÷,2018-06-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53203,
726,°ü±¤Ææ¼Ç¾÷,2014-12-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,664-826,664-826,322.2
727,°ü±¤Ææ¼Ç¾÷,2015-05-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,664-250,52571,399.6
728,°ü±¤Ææ¼Ç¾÷,2015-07-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,664-826,52545,860.83
729,°ü±¤Ææ¼Ç¾÷,2016-09-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52545,142.76
730,°ü±¤Ææ¼Ç¾÷,2013-12-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-943,53086,247.91
731,°ü±¤Ææ¼Ç¾÷,2014-10-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-814,53004,
732,°ü±¤Ææ¼Ç¾÷,2014-12-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-838,53029,
733,°ü±¤Ææ¼Ç¾÷,2016-07-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53085,
734,°ü±¤Ææ¼Ç¾÷,2016-08-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53087,358
735,°ü±¤Ææ¼Ç¾÷,2016-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53063,
736,°ü±¤Ææ¼Ç¾÷,2018-06-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53003,
737,°ü±¤Ææ¼Ç¾÷,2018-06-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53063,
738,°ü±¤Ææ¼Ç¾÷,2018-07-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24114,171.13
739,°ü±¤Ææ¼Ç¾÷,2018-07-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24114,171.13
740,°ü±¤Ææ¼Ç¾÷,2006-02-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-924,,313
741,°ü±¤Ææ¼Ç¾÷,2006-12-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-921,,990
742,°ü±¤Ææ¼Ç¾÷,2008-01-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-924,,1376.41
743,°ü±¤Ææ¼Ç¾÷,2008-04-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-811,,196.15
744,°ü±¤Ææ¼Ç¾÷,2009-03-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-942,,128.49
745,°ü±¤Ææ¼Ç¾÷,2012-08-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,232-924,25310,451.7
746,°ü±¤Ææ¼Ç¾÷,2013-06-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-812,25159,229
747,°ü±¤Ææ¼Ç¾÷,2017-10-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25165,735.56
748,°ü±¤Ææ¼Ç¾÷,2015-05-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-852,25103,240.92
749,°ü±¤Ææ¼Ç¾÷,2016-06-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25152,230
750,°ü±¤Ææ¼Ç¾÷,2016-08-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,355.35
751,°ü±¤Ææ¼Ç¾÷,2012-07-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-812,25159,581.1
752,°ü±¤Ææ¼Ç¾÷,2005-01-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,210-863,,
753,°ü±¤Ææ¼Ç¾÷,2010-11-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,210-863,,3131
754,°ü±¤Ææ¼Ç¾÷,2015-06-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,210-380,25459,
755,°ü±¤Ææ¼Ç¾÷,2013-11-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,219-833,24764,
756,°ü±¤Ææ¼Ç¾÷,2013-12-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,219-833,24758,
757,°ü±¤Ææ¼Ç¾÷,2018-02-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24756,
758,°ü±¤Ææ¼Ç¾÷,2018-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24731,387.33
759,°ü±¤Ææ¼Ç¾÷,2020-08-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36611,291
760,°ü±¤Ææ¼Ç¾÷,2020-06-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55557,
761,°ü±¤Ææ¼Ç¾÷,2020-06-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24464,198.63
762,°ü±¤Ææ¼Ç¾÷,2020-07-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59419,159
763,°ü±¤Ææ¼Ç¾÷,2020-07-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12505,659
764,°ü±¤Ææ¼Ç¾÷,2020-08-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38126,446.48
765,°ü±¤Ææ¼Ç¾÷,2020-08-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,410.29
766,°ü±¤Ææ¼Ç¾÷,2020-08-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33488,349.23
767,°ü±¤Ææ¼Ç¾÷,2020-07-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37928,0
768,°ü±¤Ææ¼Ç¾÷,2020-07-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53086,222.02
769,°ü±¤Ææ¼Ç¾÷,2020-07-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25047,704.11
770,°ü±¤Ææ¼Ç¾÷,2020-08-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,375.46
771,°ü±¤Ææ¼Ç¾÷,2021-07-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33344,0
772,°ü±¤Ææ¼Ç¾÷,2021-04-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36403,291.73
773,°ü±¤Ææ¼Ç¾÷,2021-07-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38210,138.74
774,°ü±¤Ææ¼Ç¾÷,2021-09-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,54000,0
775,°ü±¤Ææ¼Ç¾÷,2021-08-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52434,198.74
776,°ü±¤Ææ¼Ç¾÷,2018-12-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58939,547.56
777,°ü±¤Ææ¼Ç¾÷,2021-09-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37928,0
778,°ü±¤Ææ¼Ç¾÷,2021-09-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37928,0
779,°ü±¤Ææ¼Ç¾÷,2022-11-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38210,217.2
780,°ü±¤Ææ¼Ç¾÷,2023-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58541,57.07
781,°ü±¤Ææ¼Ç¾÷,2023-01-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59200,0
782,°ü±¤Ææ¼Ç¾÷,2023-01-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36453,0
783,°ü±¤Ææ¼Ç¾÷,2022-12-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,0
784,°ü±¤Ææ¼Ç¾÷,2023-01-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,31937,0
785,°ü±¤Ææ¼Ç¾÷,2022-12-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,57204,1464.88
786,°ü±¤Ææ¼Ç¾÷,2022-12-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12431,0
787,°ü±¤Ææ¼Ç¾÷,2022-12-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23061,182.93
788,°ü±¤Ææ¼Ç¾÷,2022-12-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52545,1315
789,°ü±¤Ææ¼Ç¾÷,2022-11-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38219,191.85
790,°ü±¤Ææ¼Ç¾÷,2022-11-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38219,189.85
791,°ü±¤Ææ¼Ç¾÷,2022-11-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38219,152.06
792,°ü±¤Ææ¼Ç¾÷,2022-11-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38210,74.11
793,°ü±¤Ææ¼Ç¾÷,2022-12-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,17408,0
794,°ü±¤Ææ¼Ç¾÷,2023-01-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12468,0
795,°ü±¤Ææ¼Ç¾÷,2023-01-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24464,0
796,°ü±¤Ææ¼Ç¾÷,2023-01-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,44233,0
797,°ü±¤Ææ¼Ç¾÷,2022-12-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,40232,120.5
798,°ü±¤Ææ¼Ç¾÷,2021-05-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,57311,134.05
799,°ü±¤Ææ¼Ç¾÷,2021-05-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33026,0
800,°ü±¤Ææ¼Ç¾÷,2021-05-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55555,
801,°ü±¤Ææ¼Ç¾÷,2021-05-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23127,461.08
802,°ü±¤Ææ¼Ç¾÷,2021-06-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53087,219
803,°ü±¤Ææ¼Ç¾÷,2021-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58508,1045.28
804,°ü±¤Ææ¼Ç¾÷,2021-05-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59564,
805,°ü±¤Ææ¼Ç¾÷,2021-04-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,563
806,°ü±¤Ææ¼Ç¾÷,2021-05-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56337,993.88
807,°ü±¤Ææ¼Ç¾÷,2021-06-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25466,177.9
808,°ü±¤Ææ¼Ç¾÷,2021-06-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,54000,
809,°ü±¤Ææ¼Ç¾÷,2021-07-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52455,363.72
810,°ü±¤Ææ¼Ç¾÷,2021-06-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55557,
811,°ü±¤Ææ¼Ç¾÷,2021-06-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53205,
