¹øÈ£,°³¹æ¼­ºñ½º¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,¿µ¾÷»óÅÂ¸í,»ó¼¼¿µ¾÷»óÅÂ¸í,¼ÒÀçÁö¿ìÆí¹øÈ£,µµ·Î¸í¿ìÆí¹øÈ£,½Ã¼³¸éÀû
812,°ü±¤Ææ¼Ç¾÷,2021-06-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24904,282.18
813,°ü±¤Ææ¼Ç¾÷,2014-11-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,666-963,52262,0
814,°ü±¤Ææ¼Ç¾÷,2004-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,627-822,50418,542.97
815,°ü±¤Ææ¼Ç¾÷,2007-09-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,627-822,50418,
816,°ü±¤Ææ¼Ç¾÷,2017-01-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52954,246
817,°ü±¤Ææ¼Ç¾÷,2005-10-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,337.35
818,°ü±¤Ææ¼Ç¾÷,2005-12-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,268.32
819,°ü±¤Ææ¼Ç¾÷,2006-08-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,492.46
820,°ü±¤Ææ¼Ç¾÷,2007-03-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,668-833,52441,1001.06
821,°ü±¤Ææ¼Ç¾÷,2008-11-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52409,228.75
822,°ü±¤Ææ¼Ç¾÷,2010-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52451,384
823,°ü±¤Ææ¼Ç¾÷,2018-03-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,10000,
824,°ü±¤Ææ¼Ç¾÷,2018-09-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32523,199.23
825,°ü±¤Ææ¼Ç¾÷,2018-09-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32523,150.66
826,°ü±¤Ææ¼Ç¾÷,2018-09-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58424,199
827,°ü±¤Ææ¼Ç¾÷,2018-09-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58420,208.25
828,°ü±¤Ææ¼Ç¾÷,2018-09-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32166,1362.35
829,°ü±¤Ææ¼Ç¾÷,2018-09-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32523,140.35
830,°ü±¤Ææ¼Ç¾÷,2020-09-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24460,157.63
831,°ü±¤Ææ¼Ç¾÷,2020-09-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25435,
832,°ü±¤Ææ¼Ç¾÷,2020-09-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53330,
833,°ü±¤Ææ¼Ç¾÷,2020-10-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32158,
834,°ü±¤Ææ¼Ç¾÷,2020-10-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32152,
835,°ü±¤Ææ¼Ç¾÷,2020-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55555,381
836,°ü±¤Ææ¼Ç¾÷,2020-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55557,199.21
837,°ü±¤Ææ¼Ç¾÷,2020-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55555,575.16
838,°ü±¤Ææ¼Ç¾÷,2020-11-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,50215,439.5
839,°ü±¤Ææ¼Ç¾÷,2020-11-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32123,573.65
840,°ü±¤Ææ¼Ç¾÷,2022-10-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12038,280
841,°ü±¤Ææ¼Ç¾÷,2022-09-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53103,450.24
842,°ü±¤Ææ¼Ç¾÷,2022-11-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25938,193.08
843,°ü±¤Ææ¼Ç¾÷,2022-10-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55413,0
844,°ü±¤Ææ¼Ç¾÷,2022-11-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58130,64.24
845,°ü±¤Ææ¼Ç¾÷,2022-11-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52438,182
846,°ü±¤Ææ¼Ç¾÷,2022-11-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58930,43.42
847,°ü±¤Ææ¼Ç¾÷,2022-10-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36425,0
848,°ü±¤Ææ¼Ç¾÷,2022-09-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38128,223.9
849,°ü±¤Ææ¼Ç¾÷,2022-09-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36923,185.59
850,°ü±¤Ææ¼Ç¾÷,2022-09-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36923,205.2
851,°ü±¤Ææ¼Ç¾÷,2022-10-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52545,586
852,°ü±¤Ææ¼Ç¾÷,2022-10-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,39855,0
853,°ü±¤Ææ¼Ç¾÷,2022-11-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25111,194.95
854,°ü±¤Ææ¼Ç¾÷,2022-11-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25111,228.16
855,°ü±¤Ææ¼Ç¾÷,2021-04-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32160,217.51
856,°ü±¤Ææ¼Ç¾÷,2021-04-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23051,
857,°ü±¤Ææ¼Ç¾÷,2021-04-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23061,
858,°ü±¤Ææ¼Ç¾÷,2021-03-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32592,195.35
859,°ü±¤Ææ¼Ç¾÷,2021-03-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,57623,113.46
860,°ü±¤Ææ¼Ç¾÷,2021-04-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36919,
861,°ü±¤Ææ¼Ç¾÷,2021-02-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53083,228.86
862,°ü±¤Ææ¼Ç¾÷,2021-02-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,50103,988.13
863,°ü±¤Ææ¼Ç¾÷,2021-03-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32501,280
864,°ü±¤Ææ¼Ç¾÷,2021-03-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52437,685.38
865,°ü±¤Ææ¼Ç¾÷,2021-02-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25372,322.72
866,°ü±¤Ææ¼Ç¾÷,2021-04-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23061,
867,°ü±¤Ææ¼Ç¾÷,2021-04-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23061,
868,°ü±¤Ææ¼Ç¾÷,2021-04-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59470,199.44
869,°ü±¤Ææ¼Ç¾÷,2021-04-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59470,199.44
870,°ü±¤Ææ¼Ç¾÷,2021-04-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59470,199.44
871,°ü±¤Ææ¼Ç¾÷,2021-03-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38334,96.6
872,°ü±¤Ææ¼Ç¾÷,2021-03-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36987,103.11
873,°ü±¤Ææ¼Ç¾÷,2021-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27215,224.35
874,°ü±¤Ææ¼Ç¾÷,2021-03-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38127,198.86
875,°ü±¤Ææ¼Ç¾÷,2021-03-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38127,173.66
876,°ü±¤Ææ¼Ç¾÷,2021-04-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,46084,
877,°ü±¤Ææ¼Ç¾÷,2016-12-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12037,
878,°ü±¤Ææ¼Ç¾÷,2005-08-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,477-811,12455,565.55
879,°ü±¤Ææ¼Ç¾÷,2006-10-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,477-811,12456,848.68
880,°ü±¤Ææ¼Ç¾÷,2010-08-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12431,652.75
881,°ü±¤Ææ¼Ç¾÷,2012-09-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,477-814,12449,536.6
882,°ü±¤Ææ¼Ç¾÷,2012-10-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,477-854,12459,229.67
883,°ü±¤Ææ¼Ç¾÷,2017-03-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12425,1963
884,°ü±¤Ææ¼Ç¾÷,2017-09-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12455,133.37
885,°ü±¤Ææ¼Ç¾÷,2018-01-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12473,
886,°ü±¤Ææ¼Ç¾÷,2018-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56342,
887,°ü±¤Ææ¼Ç¾÷,2018-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,22393,965.08
888,°ü±¤Ææ¼Ç¾÷,2018-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33489,495.63
889,°ü±¤Ææ¼Ç¾÷,2018-10-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53081,214.31
890,°ü±¤Ææ¼Ç¾÷,2018-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32160,390.02
891,°ü±¤Ææ¼Ç¾÷,2018-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32160,283.14
892,°ü±¤Ææ¼Ç¾÷,2018-10-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32160,434.37
893,°ü±¤Ææ¼Ç¾÷,2022-07-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23062,271.37
894,°ü±¤Ææ¼Ç¾÷,2022-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25169,195.58
895,°ü±¤Ææ¼Ç¾÷,2022-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32165,0
896,°ü±¤Ææ¼Ç¾÷,2022-07-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,129.08
897,°ü±¤Ææ¼Ç¾÷,2022-08-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38128,367.32
898,°ü±¤Ææ¼Ç¾÷,2022-08-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26506,0
899,°ü±¤Ææ¼Ç¾÷,2022-07-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59521,82.5
900,°ü±¤Ææ¼Ç¾÷,2022-07-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36992,81
901,°ü±¤Ææ¼Ç¾÷,2022-07-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36993,195.6
902,°ü±¤Ææ¼Ç¾÷,2022-08-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12430,591.91
903,°ü±¤Ææ¼Ç¾÷,2022-08-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38306,1759
904,°ü±¤Ææ¼Ç¾÷,2022-08-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25459,0
905,°ü±¤Ææ¼Ç¾÷,2022-08-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24511,102.78
906,°ü±¤Ææ¼Ç¾÷,2022-08-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55548,0
907,°ü±¤Ææ¼Ç¾÷,2018-05-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27497,392.92
908,°ü±¤Ææ¼Ç¾÷,2015-12-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27226,218.58
909,°ü±¤Ææ¼Ç¾÷,2016-02-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27021,
910,°ü±¤Ææ¼Ç¾÷,2012-07-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,417-911,23007,
911,°ü±¤Ææ¼Ç¾÷,2015-04-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,417-862,23059,413.81
912,°ü±¤Ææ¼Ç¾÷,2015-11-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23062,
913,°ü±¤Ææ¼Ç¾÷,2016-12-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23062,
914,°ü±¤Ææ¼Ç¾÷,2017-03-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23062,
915,°ü±¤Ææ¼Ç¾÷,2018-01-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23062,206.52
916,°ü±¤Ææ¼Ç¾÷,2004-07-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,417-911,23007,
917,°ü±¤Ææ¼Ç¾÷,2007-06-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,417-862,23059,234.4
918,°ü±¤Ææ¼Ç¾÷,2010-11-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,417-862,23062,583.2
919,°ü±¤Ææ¼Ç¾÷,2010-09-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,667-924,667-924,
920,°ü±¤Ææ¼Ç¾÷,2018-12-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,10846,105
921,°ü±¤Ææ¼Ç¾÷,2018-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,766-853,,2143.08
922,°ü±¤Ææ¼Ç¾÷,2018-12-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38123,
923,°ü±¤Ææ¼Ç¾÷,2018-12-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53329,
924,°ü±¤Ææ¼Ç¾÷,2018-12-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,184.77
925,°ü±¤Ææ¼Ç¾÷,2018-12-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,242.11
926,°ü±¤Ææ¼Ç¾÷,2018-12-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,199.08
927,°ü±¤Ææ¼Ç¾÷,2020-11-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,199.6
928,°ü±¤Ææ¼Ç¾÷,2021-01-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55555,
929,°ü±¤Ææ¼Ç¾÷,2021-01-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24412,
930,°ü±¤Ææ¼Ç¾÷,2020-12-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12448,
931,°ü±¤Ææ¼Ç¾÷,2022-05-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,11524,0
932,°ü±¤Ææ¼Ç¾÷,2022-05-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,192.78
933,°ü±¤Ææ¼Ç¾÷,2022-06-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,51781,198
934,°ü±¤Ææ¼Ç¾÷,2022-06-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24202,0
935,°ü±¤Ææ¼Ç¾÷,2022-05-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58900,79.2
936,°ü±¤Ææ¼Ç¾÷,2022-05-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36987,192
937,°ü±¤Ææ¼Ç¾÷,2022-06-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,221.6
938,°ü±¤Ææ¼Ç¾÷,2022-06-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12443,0
939,°ü±¤Ææ¼Ç¾÷,2022-06-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25058,109.41
940,°ü±¤Ææ¼Ç¾÷,2022-05-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24756,258.43
941,°ü±¤Ææ¼Ç¾÷,2022-05-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58857,0
942,°ü±¤Ææ¼Ç¾÷,2022-05-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59659,0
943,°ü±¤Ææ¼Ç¾÷,2022-05-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52303,0
944,°ü±¤Ææ¼Ç¾÷,2022-04-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25631,0
945,°ü±¤Ææ¼Ç¾÷,2010-11-30,2016-04-20,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,µî·ÏÃë¼Ò,469-851,,152.79
946,°ü±¤Ææ¼Ç¾÷,2018-01-24,2019-09-05,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,32158,464.3
947,°ü±¤Ææ¼Ç¾÷,2013-09-17,2013-07-24,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,357-952,,310.88
948,°ü±¤Ææ¼Ç¾÷,2011-10-28,2019-09-06,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,32158,425.21
949,°ü±¤Ææ¼Ç¾÷,2010-07-21,2020-03-24,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,11042,931.3
950,°ü±¤Ææ¼Ç¾÷,2011-06-16,2019-01-15,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,619-904,46079,187.38
951,°ü±¤Ææ¼Ç¾÷,2012-06-27,2015-09-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,568-814,55557,378.84
952,°ü±¤Ææ¼Ç¾÷,2018-01-23,2022-11-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,54000,428.5
953,°ü±¤Ææ¼Ç¾÷,2010-01-19,2021-07-27,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,225-834,,991
954,°ü±¤Ææ¼Ç¾÷,2010-02-04,2021-07-26,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,225-834,,991
955,°ü±¤Ææ¼Ç¾÷,2017-08-10,2019-01-03,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25261,
956,°ü±¤Ææ¼Ç¾÷,2017-09-17,2018-06-25,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25261,18.9
957,°ü±¤Ææ¼Ç¾÷,2012-12-05,2017-10-12,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,525-871,57115,168.95
958,°ü±¤Ææ¼Ç¾÷,2011-12-15,2021-04-14,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,650-834,53024,
959,°ü±¤Ææ¼Ç¾÷,2015-01-06,2017-11-06,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,689-883,45015,579
960,°ü±¤Ææ¼Ç¾÷,2017-01-18,2017-08-08,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,45015,3765
961,°ü±¤Ææ¼Ç¾÷,2015-12-29,2017-12-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,59564,403.99
962,°ü±¤Ææ¼Ç¾÷,2007-12-05,2018-04-23,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,233-861,,233.37
963,°ü±¤Ææ¼Ç¾÷,2017-09-01,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25938,518.1
964,°ü±¤Ææ¼Ç¾÷,2016-08-08,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25909,84.66
965,°ü±¤Ææ¼Ç¾÷,2017-07-20,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25901,307.79
966,°ü±¤Ææ¼Ç¾÷,2017-07-21,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25910,270.11
967,°ü±¤Ææ¼Ç¾÷,2017-07-27,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25960,491.91
968,°ü±¤Ææ¼Ç¾÷,2017-08-09,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25938,369.62
969,°ü±¤Ææ¼Ç¾÷,2017-08-09,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25938,470.3
970,°ü±¤Ææ¼Ç¾÷,2017-08-31,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25938,484.74
971,°ü±¤Ææ¼Ç¾÷,2017-09-01,2018-02-22,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25938,416.94
972,°ü±¤Ææ¼Ç¾÷,2004-12-14,2019-01-10,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,215-851,,626.58
973,°ü±¤Ææ¼Ç¾÷,2010-06-03,2018-11-27,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,25040,198.2
974,°ü±¤Ææ¼Ç¾÷,2011-04-05,2014-11-28,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,626-833,626-831,225.79
975,°ü±¤Ææ¼Ç¾÷,2010-12-21,2018-03-21,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-923,,
976,°ü±¤Ææ¼Ç¾÷,2004-08-16,2018-04-17,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-923,,1650
977,°ü±¤Ææ¼Ç¾÷,2004-05-12,2018-05-14,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-804,,495
978,°ü±¤Ææ¼Ç¾÷,2004-12-07,2019-05-28,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-923,,933
979,°ü±¤Ææ¼Ç¾÷,2004-12-15,2019-05-28,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-923,,714
980,°ü±¤Ææ¼Ç¾÷,2006-02-07,2018-04-17,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,232-923,,1986
981,°ü±¤Ææ¼Ç¾÷,2018-06-15,2022-09-14,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,26246,742.5
982,°ü±¤Ææ¼Ç¾÷,2020-07-17,2022-08-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,46039,327.66
983,°ü±¤Ææ¼Ç¾÷,2020-07-17,2022-08-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,46039,1017.59
984,°ü±¤Ææ¼Ç¾÷,2020-07-17,2022-08-01,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,46039,182.49
985,°ü±¤Ææ¼Ç¾÷,2017-07-04,2017-10-20,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,,27500,465.58
986,°ü±¤Ææ¼Ç¾÷,2003-11-13,2015-03-30,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,395-821,27021,167.39
987,°ü±¤Ææ¼Ç¾÷,2003-12-03,2015-01-19,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,ÁöÁ¤Ãë¼Ò,395-821,395-820,177.09
988,°ü±¤Ææ¼Ç¾÷,2010-08-03,,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,Á÷±Ç¸»¼Ò,357-952,,884.88
989,°ü±¤Ææ¼Ç¾÷,2007-10-11,,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,Á÷±Ç¸»¼Ò,357-971,,1283
990,°ü±¤Ææ¼Ç¾÷,2018-01-09,,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,Á÷±Ç¸»¼Ò,,51797,891.81
